序号,問句,答句,問句-平仮名,答句-平仮名,問句-英语,問句-中文,答句-英语,答句-中文
1,明日の会議は何時ですか？,午前10時ごろです。
2,飛行機は何時に出発するの？,午後3時に出発します。
3,パーティーは何時からですか？,夕方6時からです。
4,彼は何時に来るのかな？,午後2時ごろに来る予定です。
5,レストランの予約は何時に入れましたか？,昼12時に入れました。
6,バスは何時に来るんですか？,午前8時半ごろ来ます。
7,映画は何時から始まるの？,午後7時から始まります。
8,この本の発売は何時ですか？,来週の火曜日に発売です。
9,イベントは何時に終わりますか？,午後10時に終わります。
10,明日の天気は何時にわかるんですか？,朝8時ごろにわかります。
11,明日の予定は何時に始まりますか？,午前9時に始まります。
12,夜のお祭りは何時に行われますか？,夜10時から行われます。
13,この番組は何時から放送されますか？,午後4時から放送されます。
14,ミーティングは何時に終わりますか？,夕方5時に終わります。
15,午後の電車は何時に来ますか？,午後3時に来ます。
16,お昼ご飯は何時に食べますか？,正午12時ごろ食べます。
17,朝の散歩は何時に行きますか？,朝6時に行きます。
18,授業は何時に始まりますか？,午前11時に始まります。
19,仕事は何時に終わりますか？,午後6時に終わります。
20,昨日の夜は何時に寝ましたか？,深夜2時に寝ました。
21,週末の計画は何時に決まりますか？,夕方7時に決まります。
22,昼間の会議は何時にありますか？,午後1時にあります。
23,朝食は何時に食べますか？,朝8時に食べます。
24,何時に帰りますか？,夜11時ごろ帰ります。
